Sweden|Nordic Countries|SWE|8861400|Uppsala|Uppsala län|189569
South Korea|Eastern Asia|KOR|46844000|Kyongju|Kyongsangbuk|272968
Algeria|Northern Africa|DZA|31471000|Oran|Oran|609823
Philippines|Southeast Asia|PHL|75967000|Cabuyao|Southern Tagalog|106630
Brazil|South America|BRA|170115000|Hortolândia|São Paulo|135755
China|Eastern Asia|CHN|1277558000|Hongjiang|Hunan|116188
Kazakstan|Southern and Central Asia|KAZ|16223000|Taraz|Taraz|330100
Brazil|South America|BRA|170115000|Camaragibe|Pernambuco|118968
Italy|Southern Europe|ITA|57680000|Vicenza|Veneto|109738
United Arab Emirates|Middle East|ARE|2441000|Dubai|Dubai|669181
Indonesia|Southeast Asia|IDN|212107000|Malang|East Java|716862
United States|North America|USA|278357000|Downey|California|107323
India|Southern and Central Asia|IND|1013662000|Santipur|West Bengali|109956
China|Eastern Asia|CHN|1277558000|Tianshui|Gansu|244974
Iran|Southern and Central Asia|IRN|67702000|Birjand|Khorasan|127608
Poland|Eastern Europe|POL|38653600|Radom|Mazowieckie|232262
Tunisia|Northern Africa|TUN|9586000|Ettadhamen|Ariana|178600
Yugoslavia|Southern Europe|YUG|10640000|Subotica|Vojvodina|100386
Japan|Eastern Asia|JPN|126714000|Tsuchiura|Ibaragi|134072
China|Eastern Asia|CHN|1277558000|Nanchang|Jiangxi|1691600
Brazil|South America|BRA|170115000|Cabo Frio|Rio de Janeiro|119503
China|Eastern Asia|CHN|1277558000|Qidong|Jiangsu|126872
Algeria|Northern Africa|DZA|31471000|Béjaïa|Béjaïa|117162
Senegal|Western Africa|SEN|9481000|Rufisque|Cap-Vert|150000
Poland|Eastern Europe|POL|38653600|Tychy|Slaskie|133178
United States|North America|USA|278357000|Daly City|California|103621
Guam|Micronesia|GUM|168000|Agaña|–|1139
China|Eastern Asia|CHN|1277558000|Ma´anshan|Anhui|305421
Switzerland|Western Europe|CHE|7160400|Bern|Bern|122700
Belgium|Western Europe|BEL|10239000|Mons|Hainaut|90935
Vietnam|Southeast Asia|VNM|79832000|Quy Nhon|Binh Dinh|163385
United Kingdom|British Islands|GBR|59623400|Belfast|North Ireland|287500
Colombia|South America|COL|42321000|Pasto|Nariño|332396
Italy|Southern Europe|ITA|57680000|Modena|Emilia-Romagna|176022
Ethiopia|Eastern Africa|ETH|62565000|Dire Dawa|Dire Dawa|164851
Tanzania|Eastern Africa|TZA|33517000|Zanzibar|Zanzibar West|157634
New Zealand|Australia and New Zealand|NZL|3862000|Hamilton|Hamilton|117100
Russian Federation|Eastern Europe|RUS|146934000|Elektrostal|Moskova|147000
Mexico|Central America|MEX|98881000|Oaxaca de Juárez|Oaxaca|256848
Cuba|Caribbean|CUB|11201000|Sancti-Spíritus|Sancti-Spíritus|100751
China|Eastern Asia|CHN|1277558000|Hanzhong|Shaanxi|169930
Brazil|South America|BRA|170115000|Guarapuava|Paraná|160510
India|Southern and Central Asia|IND|1013662000|Junagadh|Gujarat|130484
France|Western Europe|FRA|59225700|Toulon|Provence-Alpes-Côte|160639
India|Southern and Central Asia|IND|1013662000|Asansol|West Bengali|262188
Hungary|Eastern Europe|HUN|10043200|Pécs|Baranya|157332
India|Southern and Central Asia|IND|1013662000|Ganganagar|Rajasthan|161482
Russian Federation|Eastern Europe|RUS|146934000|Tšeboksary|Tšuvassia|459200
Germany|Western Europe|DEU|82164700|Pforzheim|Baden-Württemberg|117227
Australia|Australia and New Zealand|AUS|18886000|Adelaide|South Australia|978100
Brazil|South America|BRA|170115000|Salto|São Paulo|96348
China|Eastern Asia|CHN|1277558000|Gejiu|Yunnan|214294
Haiti|Caribbean|HTI|8222000|Delmas|Ouest|240429
Kazakstan|Southern and Central Asia|KAZ|16223000|Aqtöbe|Aqtöbe|253100
Philippines|Southeast Asia|PHL|75967000|Baguio|CAR|252386
Ukraine|Eastern Europe|UKR|50456000|Kirovograd|Kirovograd|265000
Mexico|Central America|MEX|98881000|General Escobedo|Nuevo León|232961
Egypt|Northern Africa|EGY|68470000|Port Said|Port Said|469533
China|Eastern Asia|CHN|1277558000|Mudanjiang|Heilongjiang|570000
Philippines|Southeast Asia|PHL|75967000|Surigao|Caraga|118534
Philippines|Southeast Asia|PHL|75967000|Bacolod|Western Visayas|429076
Japan|Eastern Asia|JPN|126714000|Ishinomaki|Miyagi|120963
China|Eastern Asia|CHN|1277558000|Jingdezhen|Jiangxi|281183
United States|North America|USA|278357000|Costa Mesa|California|108724
India|Southern and Central Asia|IND|1013662000|Udaipur|Rajasthan|308571
India|Southern and Central Asia|IND|1013662000|Kolhapur|Maharashtra|406370
Pakistan|Southern and Central Asia|PAK|156483000|Jhelum|Punjab|145800
China|Eastern Asia|CHN|1277558000|Xiantao|Hubei|222884
United States|North America|USA|278357000|Escondido|California|133559
United States|North America|USA|278357000|Dayton|Ohio|166179
United States|North America|USA|278357000|Raleigh|North Carolina|276093
Ukraine|Eastern Europe|UKR|50456000|Izmajil|Odesa|90000
Nigeria|Western Africa|NGA|111506000|Igboho|Oyo & Osun|106800
Brazil|South America|BRA|170115000|Araguaína|Tocantins|114948
India|Southern and Central Asia|IND|1013662000|Morvi|Gujarat|90357
Canada|North America|CAN|31147000|Saint Catharines|Ontario|136216
Thailand|Southeast Asia|THA|61399000|Khon Kaen|Khon Kaen|126500
China|Eastern Asia|CHN|1277558000|Maoming|Guangdong|178683
Canada|North America|CAN|31147000|Calgary|Alberta|768082
New Zealand|Australia and New Zealand|NZL|3862000|Christchurch|Canterbury|324200
India|Southern and Central Asia|IND|1013662000|Alandur|Tamil Nadu|125244
Algeria|Northern Africa|DZA|31471000|Ghardaïa|Ghardaïa|89415
United Kingdom|British Islands|GBR|59623400|Oldbury/Smethwick (Warley)|England|145542
Anguilla|Caribbean|AIA|8000|South Hill|–|961
Mexico|Central America|MEX|98881000|Lerma|México|99714
Belarus|Eastern Europe|BLR|10236000|Gomel|Gomel|475000
Burundi|Eastern Africa|BDI|6695000|Bujumbura|Bujumbura|300000
Brazil|South America|BRA|170115000|Carapicuíba|São Paulo|357552
United States|North America|USA|278357000|Mobile|Alabama|198915
United States|North America|USA|278357000|Boston|Massachusetts|589141
Japan|Eastern Asia|JPN|126714000|Urawa|Saitama|469675
Philippines|Southeast Asia|PHL|75967000|Santiago|Cagayan Valley|110531
Switzerland|Western Europe|CHE|7160400|Geneve|Geneve|173500
Puerto Rico|Caribbean|PRI|3869000|Bayamón|Bayamón|224044
Russian Federation|Eastern Europe|RUS|146934000|Tšaikovski|Perm|90000
United States|North America|USA|278357000|Salem|Oregon|136924
India|Southern and Central Asia|IND|1013662000|Surat|Gujarat|1498817
Mexico|Central America|MEX|98881000|Tecámac|México|172410
Yemen|Middle East|YEM|18112000|Sanaa|Sanaa|503600
China|Eastern Asia|CHN|1277558000|Pingdingshan|Henan|410775
Philippines|Southeast Asia|PHL|75967000|Mandaue|Central Visayas|259728
India|Southern and Central Asia|IND|1013662000|Raj Nandgaon|Chhatisgarh|125371
Poland|Eastern Europe|POL|38653600|Gdansk|Pomorskie|458988
Argentina|South America|ARG|37032000|Tigre|Buenos Aires|296226
Paraguay|South America|PRY|5496000|San Lorenzo|Central|133395
Pakistan|Southern and Central Asia|PAK|156483000|Daska|Punjab|101500
Hungary|Eastern Europe|HUN|10043200|Szeged|Csongrád|158158
Spain|Southern Europe|ESP|39441700|Alcorcón|Madrid|142048
Nigeria|Western Africa|NGA|111506000|Onitsha|Anambra & Enugu & Eb|371900
Brazil|South America|BRA|170115000|Guaratinguetá|São Paulo|103433
United States|North America|USA|278357000|Pueblo|Colorado|102121
Japan|Eastern Asia|JPN|126714000|Utsunomiya|Tochigi|440353
Mexico|Central America|MEX|98881000|San Luis de la Paz|Guanajuato|96763
American Samoa|Polynesia|ASM|68000|Tafuna|Tutuila|5200
Nigeria|Western Africa|NGA|111506000|Epe|Lagos|101000
China|Eastern Asia|CHN|1277558000|Zhuzhou|Hunan|409924
Sweden|Nordic Countries|SWE|8861400|Örebro|Örebros län|124207
France|Western Europe|FRA|59225700|Argenteuil|Île-de-France|93961
China|Eastern Asia|CHN|1277558000|Liaoyuan|Jilin|354141
China|Eastern Asia|CHN|1277558000|Sanming|Fujian|160691
Malaysia|Southeast Asia|MYS|22244000|Sungai Petani|Kedah|114763
India|Southern and Central Asia|IND|1013662000|Haora (Howrah)|West Bengali|950435
Cyprus|Middle East|CYP|754700|Limassol|Limassol|154400
Finland|Nordic Countries|FIN|5171300|Helsinki [Helsingfors]|Newmaa|555474
United States|North America|USA|278357000|Toledo|Ohio|313619
Japan|Eastern Asia|JPN|126714000|Matsumoto|Nagano|206801
Gibraltar|Southern Europe|GIB|25000|Gibraltar|–|27025
Zimbabwe|Eastern Africa|ZWE|11669000|Mount Darwin|Harare|164362
Romania|Eastern Europe|ROM|22455500|Craiova|Dolj|313530
United States|North America|USA|278357000|Irving|Texas|191615
China|Eastern Asia|CHN|1277558000|Xuzhou|Jiangsu|810000
Russian Federation|Eastern Europe|RUS|146934000|Murmansk|Murmansk|376300
Philippines|Southeast Asia|PHL|75967000|Panabo|Southern Mindanao|133950
India|Southern and Central Asia|IND|1013662000|Delhi|Delhi|7206704
Ecuador|South America|ECU|12646000|Duran [Eloy Alfaro]|Guayas|152514
Andorra|Southern Europe|AND|78000|Andorra la Vella|Andorra la Vella|21189
China|Eastern Asia|CHN|1277558000|Puyang|Henan|175988
Iraq|Middle East|IRQ|23115000|Mosul|Ninawa|879000
Germany|Western Europe|DEU|82164700|Gera|Thüringen|114718
Denmark|Nordic Countries|DNK|5330000|Frederiksberg|Frederiksberg|90327
United States|North America|USA|278357000|Evansville|Indiana|121582
Argentina|South America|ARG|37032000|Godoy Cruz|Mendoza|206998
Brazil|South America|BRA|170115000|Serra|Espírito Santo|302666
Mexico|Central America|MEX|98881000|Huimanguillo|Tabasco|158335
Pakistan|Southern and Central Asia|PAK|156483000|Kohat|Nothwest Border Prov|125300
Turkey|Middle East|TUR|66591000|Sanliurfa|Sanliurfa|405905
India|Southern and Central Asia|IND|1013662000|Farrukhabad-cum-Fatehgarh|Uttar Pradesh|194567
Venezuela|South America|VEN|24170000|San Felipe|Yaracuy|90940
United Kingdom|British Islands|GBR|59623400|Rotherham|England|121380
United States|North America|USA|278357000|Tempe|Arizona|158625
India|Southern and Central Asia|IND|1013662000|Erode|Tamil Nadu|159232
Trinidad and Tobago|Caribbean|TTO|1295000|Port-of-Spain|Port-of-Spain|43396
Venezuela|South America|VEN|24170000|Valera|Trujillo|130281
China|Eastern Asia|CHN|1277558000|Liling|Hunan|108504
China|Eastern Asia|CHN|1277558000|Yichun|Jiangxi|151585
Poland|Eastern Europe|POL|38653600|Jaworzno|Slaskie|97929
Bolivia|South America|BOL|8329000|La Paz|La Paz|758141
Colombia|South America|COL|42321000|Manizales|Caldas|337580
China|Eastern Asia|CHN|1277558000|Shiyan|Hubei|273786
China|Eastern Asia|CHN|1277558000|Yumen|Gansu|109234
Bolivia|South America|BOL|8329000|Cochabamba|Cochabamba|482800
Iran|Southern and Central Asia|IRN|67702000|Khoy|West Azerbaidzan|148944
Mexico|Central America|MEX|98881000|Chilapa de Alvarez|Guerrero|102716
Cyprus|Middle East|CYP|754700|Nicosia|Nicosia|195000
Romania|Eastern Europe|ROM|22455500|Târgoviste|Dâmbovita|98980
China|Eastern Asia|CHN|1277558000|Changji|Xinxiang|132260
Pakistan|Southern and Central Asia|PAK|156483000|Sheikhupura|Punjab|271875
Nigeria|Western Africa|NGA|111506000|Agege|Lagos|105000
Russian Federation|Eastern Europe|RUS|146934000|Anzero-Sudzensk|Kemerovo|96100
Indonesia|Southeast Asia|IDN|212107000|Palu|Sulawesi Tengah|142800
Philippines|Southeast Asia|PHL|75967000|Dagupan|Ilocos|130328
Mexico|Central America|MEX|98881000|Cunduacán|Tabasco|104164
Iran|Southern and Central Asia|IRN|67702000|Shahr-e Kord|Chaharmahal va Bakht|100477
Japan|Eastern Asia|JPN|126714000|Higashikurume|Tokyo-to|111666
Iran|Southern and Central Asia|IRN|67702000|Rafsanjan|Kerman|98300
France|Western Europe|FRA|59225700|Lille|Rhône-Alpes|184657
Vietnam|Southeast Asia|VNM|79832000|Da Lat|Lam Dong|106409
India|Southern and Central Asia|IND|1013662000|Salem|Tamil Nadu|366712
South Korea|Eastern Asia|KOR|46844000|Paju|Kyonggi|163379
China|Eastern Asia|CHN|1277558000|Fengcheng|Jiangxi|193784
Japan|Eastern Asia|JPN|126714000|Himeji|Hyogo|475167
India|Southern and Central Asia|IND|1013662000|Tiruchirapalli|Tamil Nadu|387223
Mexico|Central America|MEX|98881000|Guadalupe|Zacatecas|108881
China|Eastern Asia|CHN|1277558000|Shanghai|Shanghai|9696300
China|Eastern Asia|CHN|1277558000|Beihai|Guangxi|112673
China|Eastern Asia|CHN|1277558000|Chengdu|Sichuan|3361500
South Africa|Southern Africa|ZAF|40377000|Randfontein|Gauteng|120838
Nauru|Micronesia|NRU|12000|Yaren|–|559
Germany|Western Europe|DEU|82164700|Köln|Nordrhein-Westfalen|962507
Brazil|South America|BRA|170115000|Petrolina|Pernambuco|210540
Niue|Polynesia|NIU|2000|Alofi|–|682
Turkey|Middle East|TUR|66591000|Denizli|Denizli|253848
India|Southern and Central Asia|IND|1013662000|Belgaum|Karnataka|326399
Germany|Western Europe|DEU|82164700|Frankfurt am Main|Hessen|643821
Germany|Western Europe|DEU|82164700|Heidelberg|Baden-Württemberg|139672
Japan|Eastern Asia|JPN|126714000|Minoo|Osaka|127026
Brazil|South America|BRA|170115000|Ferraz de Vasconcelos|São Paulo|139283
India|Southern and Central Asia|IND|1013662000|Hisar (Hissar)|Haryana|172677
Sudan|Northern Africa|SDN|29490000|Kusti|al-Bahr al-Abyad|173599
Peru|South America|PER|25662000|Lima|Lima|6464693
Brazil|South America|BRA|170115000|Recife|Pernambuco|1378087
Russian Federation|Eastern Europe|RUS|146934000|Sergijev Posad|Moskova|111100
Brazil|South America|BRA|170115000|Natal|Rio Grande do Norte|688955
Nigeria|Western Africa|NGA|111506000|Ijebu-Ode|Ogun|156400
Mexico|Central America|MEX|98881000|Salamanca|Guanajuato|226864
Bangladesh|Southern and Central Asia|BGD|129155000|Rangpur|Rajshahi|191398
Kuwait|Middle East|KWT|1972000|Jalib al-Shuyukh|Hawalli|102178
United States|North America|USA|278357000|Sunnyvale|California|131760
Mexico|Central America|MEX|98881000|Nezahualcóyotl|México|1224924
Philippines|Southeast Asia|PHL|75967000|Legazpi|Bicol|157010
Belgium|Western Europe|BEL|10239000|Charleroi|Hainaut|200827
Japan|Eastern Asia|JPN|126714000|Kuwana|Mie|106121
South Korea|Eastern Asia|KOR|46844000|Pohang|Kyongsangbuk|508899
Turkey|Middle East|TUR|66591000|Gebze|Kocaeli|264170
Myanmar|Southeast Asia|MMR|45611000|Bassein (Pathein)|Irrawaddy [Ayeyarwad|183900
Spain|Southern Europe|ESP|39441700|Vitoria-Gasteiz|Baskimaa|217154
Italy|Southern Europe|ITA|57680000|Trieste|Friuli-Venezia Giuli|216459
Japan|Eastern Asia|JPN|126714000|Kishiwada|Osaka|197276
South Korea|Eastern Asia|KOR|46844000|Kuri|Kyonggi|142173
United States|North America|USA|278357000|West Covina|California|105080
Indonesia|Southeast Asia|IDN|212107000|Tasikmalaya|West Java|179800
Australia|Australia and New Zealand|AUS|18886000|Wollongong|New South Wales|219761
India|Southern and Central Asia|IND|1013662000|Habra|West Bengali|100223
Ukraine|Eastern Europe|UKR|50456000|Kostjantynivka|Donetsk|95000
Croatia|Southern Europe|HRV|4473000|Split|Split-Dalmatia|189388
Palau|Micronesia|PLW|19000|Koror|Koror|12000
Benin|Western Africa|BEN|6097000|Cotonou|Atlantique|536827
India|Southern and Central Asia|IND|1013662000|Bhatpara|West Bengali|304952
Turkey|Middle East|TUR|66591000|Karaman|Karaman|104200
India|Southern and Central Asia|IND|1013662000|Gaya|Bihar|291675
Palestine|Middle East|PSE|3101000|Jabaliya|North Gaza|113901
Brazil|South America|BRA|170115000|Ribeirão Preto|São Paulo|473276
Chile|South America|CHL|15211000|San Bernardo|Santiago|241910
Iran|Southern and Central Asia|IRN|67702000|Babol|Mazandaran|158346
United States|North America|USA|278357000|Norman|Oklahoma|94193
China|Eastern Asia|CHN|1277558000|Leiyang|Hunan|130115
Brazil|South America|BRA|170115000|Indaiatuba|São Paulo|135968
China|Eastern Asia|CHN|1277558000|Urumtši [Ürümqi]|Xinxiang|1310100
Ukraine|Eastern Europe|UKR|50456000|Dnipropetrovsk|Dnipropetrovsk|1103000
United States|North America|USA|278357000|Bakersfield|California|247057
India|Southern and Central Asia|IND|1013662000|Berhampore (Baharampur)|West Bengali|115144
China|Eastern Asia|CHN|1277558000|Liupanshui|Guizhou|363954
Indonesia|Southeast Asia|IDN|212107000|Padang|Sumatera Barat|534474
India|Southern and Central Asia|IND|1013662000|Rajahmundry|Andhra Pradesh|324851
Egypt|Northern Africa|EGY|68470000|Warraq al-Arab|Giza|127108
Iran|Southern and Central Asia|IRN|67702000|Bandar-e-Abbas|Hormozgan|273578
Iran|Southern and Central Asia|IRN|67702000|Karaj|Teheran|940968
United Kingdom|British Islands|GBR|59623400|Bournemouth|England|162000
China|Eastern Asia|CHN|1277558000|Jiujiang|Jiangxi|291187
Germany|Western Europe|DEU|82164700|Esslingen am Neckar|Baden-Württemberg|89667
Japan|Eastern Asia|JPN|126714000|Miyazaki|Miyazaki|303784
India|Southern and Central Asia|IND|1013662000|Allahabad|Uttar Pradesh|792858
Philippines|Southeast Asia|PHL|75967000|Ormoc|Eastern Visayas|154297
India|Southern and Central Asia|IND|1013662000|Naihati|West Bengali|132701
Italy|Southern Europe|ITA|57680000|Barletta|Apulia|91904
Spain|Southern Europe|ESP|39441700|Barcelona|Katalonia|1503451
Pakistan|Southern and Central Asia|PAK|156483000|Wah|Punjab|198400
Egypt|Northern Africa|EGY|68470000|Jirja|Sawhaj|95400
United States|North America|USA|278357000|Waco|Texas|113726
Poland|Eastern Europe|POL|38653600|Zielona Góra|Lubuskie|118182
Germany|Western Europe|DEU|82164700|Rostock|Mecklenburg-Vorpomme|203279
Brazil|South America|BRA|170115000|Coronel Fabriciano|Minas Gerais|95933
Philippines|Southeast Asia|PHL|75967000|Mandaluyong|National Capital Reg|278474
United Kingdom|British Islands|GBR|59623400|Crawley|England|97000
China|Eastern Asia|CHN|1277558000|Nantong|Jiangsu|343341
El Salvador|Central America|SLV|6276000|San Salvador|San Salvador|415346
Japan|Eastern Asia|JPN|126714000|Ome|Tokyo-to|139216
India|Southern and Central Asia|IND|1013662000|Krishnanagar|West Bengali|121110
India|Southern and Central Asia|IND|1013662000|Raurkela|Orissa|215489
Mexico|Central America|MEX|98881000|Soledad de Graciano Sánchez|San Luis Potosí|179956
Russian Federation|Eastern Europe|RUS|146934000|Zelenodolsk|Tatarstan|100200
Japan|Eastern Asia|JPN|126714000|Musashino|Tokyo-to|134426
Mexico|Central America|MEX|98881000|Zacatecas|Zacatecas|123700
India|Southern and Central Asia|IND|1013662000|Bidar|Karnataka|108016
United States|North America|USA|278357000|Los Angeles|California|3694820
Zambia|Eastern Africa|ZMB|9169000|Mufulira|Copperbelt|123900
Chile|South America|CHL|15211000|Quilpué|Valparaíso|118857
Brazil|South America|BRA|170115000|Betim|Minas Gerais|302108
Uzbekistan|Southern and Central Asia|UZB|24318000|Olmalik|Toskent|114900
Brazil|South America|BRA|170115000|Tatuí|São Paulo|93897
India|Southern and Central Asia|IND|1013662000|Kumbakonam|Tamil Nadu|139483
Saint Helena|Western Africa|SHN|6000|Jamestown|Saint Helena|1500
Russian Federation|Eastern Europe|RUS|146934000|Dzerzinsk|Nizni Novgorod|277100
Dominican Republic|Caribbean|DOM|8495000|Santo Domingo de Guzmán|Distrito Nacional|1609966
Brazil|South America|BRA|170115000|Campina Grande|Paraíba|352497
Germany|Western Europe|DEU|82164700|Wiesbaden|Hessen|268716
Portugal|Southern Europe|PRT|9997600|Porto|Porto|273060
United States|North America|USA|278357000|Lincoln|Nebraska|225581
Mexico|Central America|MEX|98881000|Cuauhtémoc|Chihuahua|124279
China|Eastern Asia|CHN|1277558000|Danyang|Jiangsu|169603
Venezuela|South America|VEN|24170000|Cumaná|Sucre|293105
